0	9
1	10
2	9
3	11
4	9
5	12
6	10
7	10
8	11
9	11
10	14
11	11
12	11
13	12
14	11
15	12
16	10
17	13
18	14
19	18
20	9
21	11
22	14
23	7
24	14
25	10
26	8
27	8
28	20
29	8
30	8
31	10
32	10
33	7
34	13
35	16
36	9
37	15
38	7
39	8
40	5
41	8
42	8
43	11
44	6
45	7
46	18
47	7
48	8
49	6
50	7
51	6
52	10
53	17
54	10
55	5
56	10
57	6
58	9
59	10
60	9
61	15
62	11
63	6
64	8
65	7
66	16
67	15
68	5
69	10
70	8
71	7
72	10
73	9
74	17
75	13
76	6
77	10
78	7
79	5
80	8
81	11
82	12
83	7
84	8
85	11
86	11
87	12
88	8
89	7
90	12
91	5
92	7
93	14
94	10
95	8
96	10
97	7
98	7
99	14
100	15
101	13
102	7
103	11
104	18
105	10
106	16
107	10
108	15
109	13
110	7
111	11
112	13
113	7
114	9
115	10
116	6
117	10
118	14
119	8
120	14
121	13
122	9
123	12
124	11
125	6
126	8
127	8
128	2
129	11
130	8
131	14
132	13
133	8
134	7
135	12
136	11
137	14
138	5
139	10
140	10
141	11
142	10
143	13
144	5
145	9
146	12
147	8
148	7
149	10
150	6
151	8
152	12
153	8
154	6
155	9
156	12
157	13
158	11
159	8
160	12
161	8
162	9
163	11
164	15
165	11
166	7
167	13
168	16
169	9
170	15
171	13
172	10
173	10
174	12
175	8
176	6
177	11
178	10
179	6
180	11
181	13
182	12
183	11
184	9
185	8
186	15
187	7
188	5
189	8
190	8
191	14
192	15
193	8
194	8
195	12
196	13
197	13
198	14
199	7
200	8
201	7
202	6
203	11
204	10
205	6
206	4
207	7
208	8
209	6
210	9
211	9
212	12
213	11
214	5
215	12
216	12
217	6
218	11
219	13
220	7
221	10
222	14
223	10
224	6
225	10
226	9
227	10
228	8
229	7
230	10
231	12
232	8
233	13
234	9
235	12
236	10
237	8
238	9
239	11
240	14
241	9
242	9
243	9
244	11
245	14
246	9
247	12
248	17
249	10
250	14
251	17
252	10
253	10
254	8
255	11
256	17
257	8
258	12
259	9
260	11
261	9
262	8
263	10
264	13
265	3
266	8
267	12
268	8
269	10
270	5
271	10
272	12
273	14
274	5
275	9
276	9
277	14
278	12
279	13
280	15
281	8
282	10
283	6
284	8
285	7
286	8
287	12
288	9
289	11
290	8
291	11
292	7
293	5
294	7
295	9
296	9
297	11
298	13
299	12
300	17
301	11
302	6
303	17
304	14
305	12
306	7
307	12
308	5
309	10
310	11
311	10
312	11
313	6
314	9
315	13
316	5
317	11
318	11
319	8
320	14
321	11
322	10
323	10
324	9
325	7
326	8
327	13
328	11
329	7
330	8
331	15
332	6
333	13
334	12
335	6
336	8
337	11
338	11
339	6
340	9
341	10
342	9
343	9
344	10
345	9
346	11
347	9
348	11
349	10
350	12
351	10
352	12
353	13
354	11
355	7
356	4
357	6
358	6
359	3
360	5
361	9
362	19
363	9
364	4
365	9
366	11
367	8
368	10
369	14
370	8
371	6
372	6
373	10
374	10
375	11
376	8
377	16
378	7
379	13
380	11
381	7
382	6
383	11
384	11
385	7
386	8
387	3
388	4
389	9
390	9
391	5
392	10
393	9
394	11
395	7
396	9
397	12
398	15
399	12
400	10
401	12
402	9
403	10
404	14
405	14
406	6
407	9
408	16
409	12
410	9
411	8
412	3
413	7
414	5
415	9
416	10
417	9
418	9
419	5
420	18
421	3
422	10
423	14
424	10
425	11
426	7
427	12
428	8
429	8
430	10
431	10
432	15
433	14
434	9
435	7
436	12
437	9
438	8
439	11
440	13
441	11
442	10
443	11
444	6
445	7
446	11
447	13
448	10
449	11
450	7
451	8
452	14
453	8
454	7
455	8
456	9
457	14
458	13
459	13
460	11
461	10
462	14
463	7
464	9
465	12
466	11
467	11
468	13
469	7
470	12
471	5
472	14
473	7
474	7
475	9
476	9
477	9
478	10
479	6
480	10
481	12
482	8
483	5
484	12
485	9
486	7
487	7
488	7
489	15
490	11
491	17
492	15
493	6
494	13
495	13
496	9
497	5
498	8
499	12
500	9
501	5
502	17
503	12
504	13
505	14
506	5
507	9
508	10
509	17
510	10
511	10
512	10
513	10
514	8
515	8
516	12
517	14
518	9
519	11
520	7
521	12
522	10
523	13
524	2
525	8
526	9
527	9
528	5
529	4
530	6
531	8
532	9
533	7
534	9
535	9
536	13
537	13
538	5
539	18
540	5
541	11
542	13
543	9
544	11
545	10
546	12
547	8
548	8
549	9
550	11
551	9
552	11
553	9
554	6
555	8
556	8
557	15
558	7
559	11
560	6
561	6
562	7
563	9
564	11
565	7
566	3
567	8
568	14
569	12
570	15
571	10
572	7
573	5
574	6
575	9
576	6
577	8
578	10
579	7
580	6
581	5
582	14
583	12
584	7
585	6
586	10
587	10
588	11
589	4
590	8
591	4
592	7
593	8
594	6
595	11
596	5
597	13
598	11
599	17
600	11
601	14
602	11
603	14
604	10
605	10
606	12
607	12
608	7
609	5
610	15
611	8
612	11
613	12
614	9
615	10
616	11
617	7
618	11
619	11
620	8
621	7
622	13
623	8
624	11
625	6
626	14
627	9
628	7
629	8
630	17
631	11
632	13
633	10
634	11
635	11
636	14
637	6
638	8
639	13
640	6
641	6
642	5
643	9
644	10
645	6
646	12
647	13
648	8
649	10
650	6
651	16
652	9
653	6
654	7
655	9
656	8
657	7
658	4
659	8
660	10
661	18
662	7
663	7
664	12
665	11
666	5
667	11
668	12
669	12
670	15
671	8
672	15
673	4
674	8
675	6
676	13
677	8
678	13
679	11
680	8
681	11
682	12
683	16
684	7
685	6
686	18
687	12
688	6
689	12
690	15
691	9
692	6
693	13
694	14
695	5
696	7
697	11
698	9
699	12
700	6
701	15
702	10
703	5
704	3
705	6
706	14
707	11
708	10
709	10
710	17
711	5
712	7
713	12
714	6
715	10
716	12
717	8
718	10
719	13
720	8
721	13
722	10
723	9
724	5
725	8
726	8
727	10
728	8
729	7
730	10
731	9
732	11
733	10
734	15
735	8
736	10
737	6
738	9
739	10
740	13
741	9
742	6
743	15
744	16
745	11
746	11
747	8
748	4
749	17
750	16
751	9
752	6
753	5
754	15
755	8
756	12
757	4
758	15
759	9
760	14
761	8
762	9
763	9
764	9
765	7
766	5
767	14
768	8
769	7
770	10
771	3
772	7
773	14
774	5
775	11
776	11
777	8
778	12
779	14
780	14
781	7
782	9
783	7
784	10
785	9
786	8
787	10
788	7
789	6
790	11
791	7
792	5
793	11
794	10
795	11
796	6
797	16
798	7
799	14
800	9
801	10
802	6
803	7
804	11
805	11
806	13
807	15
808	13
809	13
810	8
811	6
812	16
813	8
814	12
815	7
816	10
817	12
818	8
819	9
820	10
821	7
822	13
823	10
824	10
825	11
826	10
827	5
828	13
829	10
830	10
831	16
832	13
833	10
834	10
835	10
836	11
837	7
838	11
839	7
840	7
841	5
842	4
843	8
844	13
845	10
846	10
847	8
848	7
849	9
850	12
851	13
852	11
853	11
854	12
855	14
856	8
857	17
858	13
859	10
860	12
861	9
862	7
863	6
864	7
865	13
866	11
867	14
868	5
869	10
870	14
871	11
872	11
873	11
874	14
875	4
876	9
877	11
878	12
879	14
880	12
881	10
882	5
883	11
884	6
885	13
886	12
887	13
888	10
889	14
890	10
891	7
892	18
893	10
894	10
895	17
896	8
897	6
898	15
899	10
900	16
901	7
902	9
903	12
904	19
905	12
906	6
907	10
908	8
909	8
910	12
911	6
912	10
913	13
914	9
915	12
916	11
917	10
918	8
919	11
920	4
921	10
922	8
923	5
924	12
925	13
926	21
927	13
928	9
929	14
930	15
931	12
932	7
933	7
934	8
935	13
936	8
937	16
938	13
939	6
940	9
941	11
942	5
943	17
944	10
945	13
946	11
947	6
948	10
949	9
950	8
951	11
952	10
953	9
954	11
955	11
956	10
957	12
958	15
959	9
960	10
961	10
962	6
963	5
964	15
965	13
966	15
967	11
968	14
969	14
970	11
971	12
972	11
973	10
974	6
975	16
976	7
977	17
978	13
979	11
980	12
981	7
982	19
983	24
984	35
985	29
986	25
987	17
988	20
989	11
990	10
991	15
992	16
993	13
994	11
995	7
996	12
997	14
998	7
999	12
1000	7
1001	5
1002	10
1003	11
1004	9
1005	9
1006	9
1007	12
1008	10
1009	14
1010	14
1011	10
1012	9
1013	8
1014	14
1015	11
1016	8
1017	12
1018	9
1019	6
1020	8
1021	8
1022	10
1023	11
1024	13
1025	9
1026	17
1027	10
1028	13
1029	13
1030	10
1031	8
1032	3
1033	9
1034	9
1035	10
1036	7
1037	17
1038	15
1039	14
1040	11
1041	14
1042	10
1043	3
1044	7
1045	15
1046	9
1047	9
1048	12
1049	9
1050	10
1051	12
1052	7
1053	13
1054	10
1055	7
1056	8
1057	13
1058	8
1059	18
1060	13
1061	17
1062	14
1063	16
1064	10
1065	15
1066	10
1067	9
1068	8
1069	7
1070	17
1071	8
1072	7
1073	8
1074	6
1075	7
1076	10
1077	12
1078	10
1079	10
1080	9
1081	8
1082	6
1083	10
1084	9
1085	7
1086	11
1087	7
1088	10
1089	7
1090	8
1091	10
1092	11
1093	7
